"DateTime","CalibValid","discharge","quickflow","baseflow","temp_min","temp_max","precip","Observed","local","local_bfs","all_ws","all_ws_attr","all_ws_bfs","all_ws_bfs_attr"
"2018-07-03","Valid",898,585.178538294619,312.821461705381,156,294,0,5.2,4.2694707,4.0723944,4.604619,7.8515673,5.0892878,5.8154182
"2018-07-04","Valid",651,369.682944707554,281.317055292446,183,333,0,5.6,4.2592955,4.0259223,4.487484,7.681948,5.1055365,5.7988715
"2018-07-05","Valid",539,283.116696981139,255.883303018861,200,328,0,5.3999996,4.154377,3.9050827,4.161147,8.032837,4.6482964,5.671845
"2018-07-06","Valid",484,248.842375114745,235.157624885255,183,300,0,5.1,4.034707,3.7914624,3.9094372,6.835089,4.359241,5.479164
"2018-07-07","Valid",410,192.018783907832,217.981216092168,161,294,0,4.8,3.8961425,3.6749547,3.747139,6.618905,4.1186924,5.4218197
"2018-07-08","Valid",364,159.723009630089,204.276990369911,189,294,0,4.6,3.7339637,3.5299587,3.5585074,6.1916428,3.9602723,5.2251844
"2018-07-09","Valid",323,130.011361762258,192.988638237742,150,306,0,4.5,3.5739148,3.3933673,3.379188,6.9702044,3.7172623,5.1447635
"2018-07-10","Valid",296,112.458228932171,183.541771067829,150,328,0,4.4,3.363298,3.2107065,3.1827497,6.5146375,3.5296302,4.9644303
"2018-07-11","Valid",270,94.5224096564011,175.477590343599,172,344,0,4.2,3.1450894,3.0003068,2.928665,5.5515146,3.3536344,4.7604356
"2018-07-12","Valid",250,81.3755780069201,168.62442199308,206,350,0,3.3,2.9144185,2.7715821,2.707147,6.20234,3.1766047,4.7306237
"2018-07-13","Valid",236,73.4060302777515,162.593969722248,200,350,0,3.2,2.670516,2.52967,2.5554476,4.7578473,3.0098095,4.6085153
"2018-07-14","Valid",263,106.398917867839,156.601082132161,200,344,122,3.3,2.4045393,2.2519462,2.4190316,4.878234,2.4225287,4.033675
"2018-07-15","Valid",267,117.003859688205,149.996140311795,172,306,0,3.1,2.3044517,2.144404,2.3148494,5.1545005,2.7663894,4.7202845
"2018-07-16","Valid",229,85.819506250762,143.180493749238,183,311,0,2.7,2.006606,1.9399457,2.178763,4.163941,2.6122952,4.3647747
"2018-07-17","Valid",216,79.2508175683913,136.749182431609,189,311,0,2.5,1.7653195,1.7208145,2.0765302,4.442961,2.5548244,3.040399
"2018-07-18","Valid",209,78.3927757496122,130.607224250388,167,239,119,2.4,1.5486505,1.5651376,1.9998057,3.8298764,2.4178553,3.8255873
"2018-07-19","Valid",189,63.9381359455268,125.061864054473,206,272,3,2.3,1.6685026,1.6982801,2.1052313,4.2085314,2.3807516,3.889472
"2018-07-20","Valid",179,58.7169037248938,120.283096275106,172,311,38,2.1,1.4139562,1.5790892,1.8940524,4.225323,2.2941175,2.8316445
"2018-07-21","Valid",165,48.9101661890744,116.089833810926,161,283,0,2,1.307697,1.4944503,1.738927,3.8895438,2.1852229,4.422853
"2018-07-22","Valid",154,41.4299093935939,112.570090606406,156,289,0,1.7,1.1719394,1.4400842,1.7116082,3.889212,2.0496454,2.5281346
"2018-07-23","Valid",146,36.4647669119934,109.535233088007,161,289,0,1.6000001,1.0846419,1.3704977,1.6407976,2.8691313,1.9994593,2.4973416
"2018-07-24","Valid",141,34.2186669318847,106.781333068115,150,294,0,1.4000001,0.9993434,1.3089151,1.5911129,2.9870248,1.8970989,2.6056333
"2018-07-25","Valid",140,35.9526128993349,104.047387100665,133,294,0,1.3,0.91883063,1.2465181,1.5151756,2.6292162,1.8055532,2.5594025
"2018-07-26","Valid",134,32.6244463776593,101.375553622341,128,289,0,0.9000001,0.8441117,1.1901212,1.4283576,2.45545,1.7178682,3.1395407
"2018-07-27","Valid",133,34.2291312190911,98.7708687809089,122,283,0,0.8000002,0.77406335,1.1379337,1.3463607,2.6230016,1.6326485,2.221439
"2018-07-28","Valid",136,40.009026993612,95.990973006388,117,267,5,0.9000001,0.7184856,1.0887709,1.263118,2.1873813,1.5633383,2.7120004
"2018-07-29","Valid",158,65.0611060403914,92.9388939596086,161,233,114,1.1000001,0.7003858,1.0569282,1.2045591,2.6086717,1.4392371,1.9972787
"2018-07-30","Valid",139,49.4464958671461,89.5535041328539,133,256,13,1.2,0.97702146,1.179847,1.2855351,2.7653844,1.5297408,2.2885861
"2018-07-31","Valid",129,42.8974282812052,86.1025717187948,128,256,203,1.2,0.80178165,1.077132,1.0734203,2.3017354,1.4658101,2.5720983
"2018-08-01","Valid",113,29.7269494931948,83.2730505068052,128,278,0,0.9000001,1.2738636,1.2933323,1.2115057,2.8562658,1.5542343,2.4157171
"2018-08-02","Valid",106,24.853458911562,81.146541088438,128,300,0,0.70000005,0.8849995,1.0995009,1.0518432,2.214618,1.5153253,2.3814473
"2018-08-03","Valid",100,20.6253609854724,79.3746390145276,150,311,0,0.5,0.72765446,0.9518628,1.006278,1.7861427,1.4299176,2.014272
"2018-08-04","Valid",94.4,16.470660524835,77.929339475165,139,328,0,0.5,0.6000712,0.85042214,0.90603566,2.1398742,1.371316,1.9180166
"2018-08-05","Valid",91.4,14.6844978646865,76.7155021353135,206,306,0,0.60000014,0.5152929,0.7599876,0.77025104,1.6093843,1.0796647,1.6411009
"2018-08-06","Valid",90.6,15.0427003942557,75.5572996057443,217,344,0,0.60000014,0.43803453,0.7270839,0.8337326,1.8586684,0.9844527,1.3003025
"2018-08-07","Valid",90.8,16.4626828586548,74.3373171413452,194,322,51,0.60000014,0.36523008,0.6504643,0.7536118,1.4836419,0.9516983,1.3208332
"2018-08-08","Valid",86.8,13.6275287661133,73.1724712338867,156,294,0,0.5,0.46555257,0.6654737,0.86092925,1.35063,0.74327207,1.3503904
"2018-08-09","Valid",84.9,12.7554365039063,72.1445634960938,150,311,0,0.5,0.42271328,0.665246,0.82896614,1.5492036,0.79089165,1.2135491
"2018-08-10","Valid",81.1,9.83560703124999,71.26439296875,156,333,0,0.4000001,0.39606404,0.6151979,0.75672126,1.5946829,0.59867287,1.0686669
"2018-08-11","Valid",76.6,5.95065624999999,70.64934375,139,306,0,0.4000001,0.34487247,0.55150247,0.65274787,1.4583302,0.5631721,1.010052
"2018-08-12","Valid",73.1,2.79124999999999,70.30875,144,306,0,0.5,0.35808325,0.5530176,0.66986847,1.6199174,0.576036,0.98052263
"2018-08-13","Valid",70.2,0,70.2,156,322,0,0.4000001,0.35426784,0.53393936,0.61623144,1.0216091,0.4800949,0.9818878
"2018-08-14","Valid",81.8,11.5836875,70.2163125,156,333,0,0.60000014,0.323941,0.4935367,0.5342841,1.1312346,0.40640235,0.9632056
