"DateTime","CalibValid","discharge","quickflow","baseflow","temp_min","temp_max","precip","Observed","local","local_bfs","all_ws","all_ws_attr","all_ws_bfs","all_ws_bfs_attr"
"2019-07-19","Valid",1390,723.050622775874,666.949377224126,244,333,0,2.6999998,2.3623796,3.050658,3.878735,1.734854,2.174356,2.6010928
"2019-07-20","Valid",1060,430.031770188445,629.968229811555,239,333,0,2.5,1.9796543,2.8831995,3.7120943,1.692273,2.0647392,2.8507617
"2019-07-21","Valid",996,398.30461641994,597.69538358006,228,333,0,2.3,1.5683558,2.6570513,3.4357717,1.248707,1.8705744,2.646602
"2019-07-22","Valid",3120,2557.82863937291,562.171360627091,161,261,437,1.7999998,1.1808542,2.4230466,3.1537027,1.1906143,1.7120914,2.4999151
"2019-07-23","Valid",2430,1914.62898513287,515.371014867126,150,283,28,1.1999999,1.0673251,1.7420858,3.5658474,0.87350357,2.0951712,1.0240701
"2019-07-24","Valid",1340,882.464236883513,457.535763116487,156,278,0,1.4999999,0.9878763,1.9829593,3.77731,1.2964401,2.3123002,1.7159603
"2019-07-25","Valid",917,510.390134046365,406.609865953635,156,289,0,1.3999999,0.9856435,1.9957768,3.5116389,1.3169327,2.1041753,1.7161536
"2019-07-26","Valid",722,348.867712482557,373.132287517443,167,294,0,1.1999999,0.853472,1.827604,3.0675926,1.269467,1.8153477,1.6170532
"2019-07-27","Valid",612,262.694824305467,349.305175694533,183,306,0,0.99999976,0.6845187,1.565615,2.6385343,1.1635853,1.5817497,1.5668668
"2019-07-28","Valid",540,209.07548573564,330.92451426436,189,311,0,0.89999986,0.5235758,1.2755013,2.245872,1.0432885,1.3925364,1.4707286
"2019-07-29","Valid",506,190.649173768259,315.350826231741,206,283,0,0.6999999,0.39670277,1.0019724,1.9308314,0.88921976,1.2440475,1.3098059
"2019-07-30","Valid",473,171.769377046766,301.230622953234,206,306,168,0.5999998,0.35199642,0.78287435,1.7569343,0.77898216,1.1171398,1.1158657
"2019-07-31","Valid",438,149.277704915423,288.722295084577,172,283,0,0.49999976,0.5472119,0.750455,1.6136383,0.571123,1.0796132,1.2495531
"2019-08-01","Valid",401,122.881302611268,278.118697388732,161,289,0,0.39999986,0.35517478,0.52177286,1.3226554,0.6481267,0.88216007,0.7055999
"2019-08-22","Valid",1050,807.692998884638,242.307001115362,211,278,673,1.1999999,0.3411262,0.32448483,-0.1770618,0.2621014,0.29042864,0.37110305
"2019-08-23","Valid",1990,1744.76834305151,245.231656948492,233,294,64,0.99999976,1.0959613,1.3875406,0.4451518,0.07366085,1.6768004,0.013931751
"2019-08-24","Valid",1680,1432.71799437227,247.282005627732,178,283,0,1.1999999,0.74534595,0.45461392,0.6663071,0.49353993,0.8087777,1.0353062
"2019-08-25","Valid",698,452.484088272309,245.515911727691,150,283,0,0.99999976,0.762818,0.56989765,0.6766231,0.36324096,1.5337533,0.7442515
"2019-08-26","Valid",469,244.715702904646,224.284297095354,228,278,30,0.89999986,0.6789162,0.5775013,0.8705294,0.24848318,1.5786563,0.45043683
"2019-08-27","Valid",384,176.111570707725,207.888429292275,178,283,41,0.5999998,0.6192094,0.5388663,0.49258065,0.105988026,1.5942134,0.3576212
"2019-10-13","Valid",1910,1835.71167134373,74.2883286562655,61,172,0,1.1999999,0.6215546,0.42454672,0.13521194,0.814903,0.3073802,0.33302593
"2019-10-14","Valid",940,857.662574525736,82.3374254742639,28,211,0,0.99999976,0.87999177,0.51086736,0.43721318,0.9076146,0.7948519,0.42541695
"2019-10-15","Valid",501,411.760685151408,89.2393148485919,56,222,0,1.0999999,0.9308374,0.55265,0.35628128,1.0134884,0.822476,0.27879477
