"DateTime","CalibValid","discharge","quickflow","baseflow","temp_min","temp_max","precip","Observed","local","local_bfs","all_ws","all_ws_attr","all_ws_bfs","all_ws_bfs_attr"
"2019-02-13","Valid",865,249.630121721828,615.369878278172,-100,17,28,1.9,2.358522,2.2049885,1.7699845,2.1443276,1.8350195,2.1375792
"2019-02-14","Valid",842,219.908442817895,622.091557182105,-100,33,0,1.88,2.2527921,2.078464,1.7845355,2.108461,2.0275455,1.9604499
"2019-02-15","Valid",853,225.100986238609,627.899013761391,-78,83,0,1.9399999,2.1219926,1.9251354,1.7916296,1.9136965,2.0279868,1.8560219
"2019-02-16","Valid",842,209.207358343195,632.792641656805,-83,-39,0,1.97,2.0949535,1.8561605,1.7623453,1.9508055,2.0376236,1.8604714
"2019-02-17","Valid",802,165.226511770668,636.773488229332,-50,-22,0,1.89,2.045898,1.8338685,1.6989868,1.9198979,1.9878533,1.9050698
"2019-02-18","Valid",769,129.124526356384,639.875473643616,-61,-17,10,1.84,1.9847839,1.802743,1.7208439,1.8203063,1.9460074,1.8363128
"2019-02-19","Valid",731,88.776378795628,642.223621204372,-100,-17,0,1.75,1.9471259,1.7777674,1.6999817,1.8377353,1.9284304,1.8253167
"2019-02-20","Valid",717,73.0045740788996,643.9954259211,-100,6,8,1.75,1.8592169,1.7210993,1.7010667,1.7299578,1.9120321,1.7792487
"2019-02-21","Valid",709,63.6858377180564,645.314162281944,-22,33,3,1.68,1.818967,1.6926978,1.6815249,1.7291547,1.9086226,1.7697573
"2019-02-22","Valid",702,55.7559003703635,646.244099629636,-39,33,0,1.71,1.806819,1.6868979,1.6854835,1.7036114,1.8755099,1.7828676
"2019-02-23","Valid",705,58.1758320958688,646.824167904131,-44,56,0,1.72,1.786442,1.673766,1.6795776,1.6773933,1.8563746,1.7751088
"2019-02-24","Valid",771,123.935897523731,647.064102476269,-6,111,76,1.78,1.7642542,1.6610605,1.6814872,1.6843075,1.8485389,1.7704148
"2019-02-25","Valid",850,206.990444907564,643.009555092436,-122,0,0,1.96,1.9687668,1.8074881,1.6916094,1.8913404,1.8903371,1.9303515
"2019-02-26","Valid",802,164.987954141517,637.012045858483,-122,-28,0,1.91,1.922889,1.7904744,1.706552,1.9219205,1.9721014,1.93547
