DateTime,CalibValid,discharge,quickflow,baseflow,temp_min,temp_max,precip,Observed,local,local_bfs,all_ws,all_ws_attr,all_ws_bfs,all_ws_bfs_attr
2017-01-11,Valid,249,6.09814349938964,242.90185650061,-133,11,114,4.05,3.8435097,3.8849568,3.257818,3.7502077,3.358274,3.8220344
2017-01-15,Valid,245,3.63343750000001,241.3665625,-189,-56,0,4.04,3.9746974,3.968749,3.2526646,3.9065676,3.3779783,4.006503
2017-01-19,Valid,257,15.9775,241.0225,-28,50,0,3.8899999,3.6257644,3.6520507,3.139784,3.6210165,3.368819,3.6165583
2017-01-23,Valid,407,163.762834887695,243.237165112305,6,33,0,3.34,3.1343856,3.045546,3.4189837,2.9782746,3.5785604,2.9294534
2017-01-27,Valid,336,84.9777253901672,251.022274609833,-56,6,0,3.13,2.8460145,2.8108003,3.4477642,2.9353507,3.5934541,2.8287828
2017-01-31,Valid,272,16.357168948572,255.642831051428,-144,-67,74,3.6100001,3.4657996,3.4217234,3.1558294,3.5321975,3.2936237,3.4865239
2017-02-04,Valid,266,8.08226839712802,257.917731602872,-183,-78,0,3.88,3.768028,3.738626,3.1376355,3.725387,3.3562713,3.8224776
2017-02-08,Valid,268,8.66954793148659,259.330452068513,-100,-6,5,3.62,3.7106862,3.6773517,3.1834216,3.6654997,3.450838,3.5749474
2017-02-12,Valid,279,18.4433851838003,260.5566148162,-11,33,5,3.59,3.6744413,3.6721177,3.2259812,3.6075358,3.4848518,3.5370972
2017-02-19,Valid,312,50.1936799047747,261.806320095225,-17,117,0,3.23,3.3320704,3.3331192,3.1241198,3.25524,3.2617319,3.3800004
2017-02-28,Valid,356,69.3477988373186,286.652201162681,-44,56,10,2.96,2.9368734,3.0032709,3.3376348,2.8929307,3.3609226,2.8813598
2017-03-04,Valid,328,33.8185502417084,294.181449758292,-133,-50,0,3.1,3.0955405,3.0635102,3.3954906,3.1971254,3.4499202,2.969324
2017-03-08,Valid,498,200.295942850791,297.704057149209,-11,94,0,2.3400002,2.489565,2.4702852,3.2546597,2.3881917,3.68438,2.3096838
2017-03-12,Valid,320,31.3850947265625,288.614905273438,-133,-28,0,3.03,3.0974777,3.0782683,3.0296915,3.4728723,3.39118,3.1755736
2017-03-16,Valid,284,0,284,-94,22,0,3.45,3.5595477,3.474432,2.988068,3.6672015,3.183075,3.5151281
2017-03-20,Valid,305,20.8634056640625,284.136594335938,-33,89,0,3.15,3.2861104,3.2268932,3.0913558,3.3084304,3.1798234,3.2043648
2017-03-24,Valid,294,8.6982499689509,285.301750031049,-28,56,20,3.12,3.1940377,3.1778803,2.9217932,3.1556842,3.0647159,3.2926848
2017-04-05,Valid,349,55.1529325589243,293.847067441076,6,167,0,2.79,2.672073,2.7294447,3.1418471,2.5433192,3.3696985,2.6105738
2017-04-09,Valid,290,1.92499999999995,288.075,50,206,0,3,2.8628209,2.8911479,3.0154417,2.6858985,3.223766,2.808953
2017-04-13,Valid,296,7.84324707031249,288.156752929688,-28,128,10,2.94,2.8992572,2.928449,2.9776254,2.7554104,3.1060665,2.8830514
2017-04-27,Valid,495,188.977595082404,306.022404917596,22,183,328,2.16,2.4379194,2.6783814,3.32889,2.2587316,3.4847624,2.508631
2017-05-01,Valid,444,128.310467658891,315.689532341109,22,56,127,2.35,2.3994238,2.5996985,3.5726938,2.306644,3.8018909,2.4335666
2017-05-05,Valid,376,55.0133967534873,320.986603246513,28,206,0,2.49,2.449911,2.583993,3.5955734,2.2392817,3.8087006,2.3818045
2017-05-09,Valid,329,10.9863942331713,318.013605766829,56,156,0,2.73,2.7278926,2.7935596,3.4346554,2.4719536,3.4818096,2.6104927
2017-05-13,Valid,326,11.4255427444666,314.574457255533,78,222,0,2.66,2.6150968,2.771987,3.4345298,2.3903897,3.364043,2.6181526
2017-05-17,Valid,362,48.6164025150237,313.383597484976,133,283,43,2.45,2.4002879,2.6851187,3.3217137,2.358059,3.2876244,2.5147557
2017-05-21,Valid,378,69.3746567167493,308.625343283251,78,117,94,2.37,2.4692397,2.6595073,3.5008512,2.4164858,3.6959462,2.525144
2017-05-25,Valid,359,61.9169385261687,297.083061473831,83,117,15,2.49,2.532114,2.610826,3.5095496,2.3467607,3.7213123,2.5043066
2017-05-29,Valid,318,34.6484067926971,283.351593207303,94,239,0,2.57,2.6129997,2.6743748,3.4238617,2.384364,3.585393,2.5792859
2017-06-02,Valid,299,22.8550566696535,276.144943330346,78,256,0,2.75,2.7527597,2.7703607,3.3382175,2.5278516,3.4308114,2.7103558
2017-06-06,Valid,289,19.2331419628906,269.766858037109,83,261,0,2.65,2.6022182,2.739057,3.189592,2.464497,3.3388257,2.6185122
2017-06-10,Valid,268,1.92500000000001,266.075,172,272,0,2.67,2.649649,2.7762141,3.058302,2.536752,3.1516109,2.700361
2017-06-15,Valid,581,312.335418076172,268.664581923828,161,311,147,1.6700001,2.2631283,2.3449655,3.6270077,2.0750878,3.8466668,2.0877512
