DateTime,CalibValid,discharge,quickflow,baseflow,temp_min,temp_max,precip,Observed,local,local_bfs,all_ws,all_ws_attr,all_ws_bfs,all_ws_bfs_attr
2016-03-08,Valid,448,396.242540116154,51.7574598838455,33,161,0,2.02,3.9645655,3.7018864,3.3204937,3.9612195,3.3732214,3.403581
2016-03-12,Valid,319,236.733102744764,82.2668972552361,11,89,0,3.74,4.87997,4.733655,1.65208,3.7998633,3.5101335,2.002108
2016-03-16,Valid,843,736.287108162477,106.712891837523,22,111,307,2.4099998,4.692314,4.4981337,1.9139444,3.0751622,2.6168504,2.2187793
2016-03-20,Valid,282,183.329484830078,98.6705151699219,-61,44,0,3.58,4.9376125,4.7927623,1.6152003,3.9830823,1.9925053,2.2530735
2016-03-24,Valid,93.5,15.015,78.485,-22,17,239,3.7599998,4.649355,4.623493,1.7865322,3.4948673,1.9647158,1.8065398
2016-03-28,Valid,500,420.055311005859,79.9446889941406,28,67,20,2.48,4.741291,4.5850444,1.8420733,3.9547937,1.5517577,2.3146498
2016-04-01,Valid,1030,934.865052432453,95.1349475675469,-22,44,81,2.35,4.62202,4.4584837,1.5189538,3.1159363,0.9277177,1.4010127000000001
2016-04-05,Valid,163,65.8682519648763,97.1317480351237,-72,6,0,3.52,4.8997717,4.771247,1.444213,5.17033,1.5379815,2.7231116
2016-04-09,Valid,149,68.6844851664694,80.3155148335306,-111,-6,66,2.9,4.6687326,4.589146,1.4706357,3.3006284,1.1371033,2.0463214
2016-04-13,Valid,105,45.042008385808,59.957991614192,-44,83,38,2.85,4.69352,4.623102,1.7829542,4.075016,1.5138322,2.372264
2016-04-17,Valid,69.6,22.9823709743552,46.6176290256448,44,233,0,2.37,4.3098726,4.177845,1.4452251,2.0354528,1.6034383,1.9058182
2016-04-22,Valid,64.6,23.8690825838774,40.7309174161226,44,206,160,1.49,2.6695335,2.5434642,1.0543389,1.6823937,1.5621835,1.110075
2016-04-26,Valid,71.7,36.8208512376444,34.8791487623556,22,111,46,1.3299999,2.2638328,2.2671309,1.481456,1.9912615,1.796575,1.50188
2016-04-30,Valid,43.5,15.6379380584605,27.8620619415395,11,128,0,1.22,1.8643109,1.6868863,1.7343233,1.7308495,1.9225674,1.4582013
2016-05-04,Valid,38.1,13.5021540516844,24.5978459483156,44,217,61,0.91999996,0.82353556000000006,1.0930734,1.829042,0.9817708,1.8203294,1.1032313
2016-05-08,Valid,27.2,5.52153689454221,21.6784631054578,50,178,0,0.86,0.2537048,0.7370477,1.6413949,0.8917591,1.6789746,0.61518884
2016-05-12,Valid,50.8,30.1478329503656,20.6521670496344,78,167,206,0.46000004,0.12888217,0.5644866,1.9025285,0.64130294,1.5913255,0.6480142
2016-05-16,Valid,40.3,22.7869168360143,17.5130831639857,-17,133,0,0.78999996,0.8692454,1.0288525,1.9220116,1.757231,2.0463588,1.0763733
2016-05-20,Valid,22,8.72610354150391,13.2738964584961,50,228,0,0.47000003,0.97048974,0.760021,1.665711,0.97163206,1.8565545,0.4040028
2016-05-29,Valid,88.2,75.5891820878906,12.6108179121094,133,272,25,1.5,0.9704514,1.0943857,2.088551,1.7222652,2.0880601,1.2239974
2016-06-02,Valid,48.6,32.4729239935207,16.1270760064793,111,261,0,2.09,1.393374,1.2722193,1.8136975,1.8605653,2.0467396,1.5132134
2016-06-06,Valid,32.9,14.6847300039433,18.2152699960567,111,233,30,1.3699999,1.3925879,1.1954141,1.5909865,1.6377654,2.4178345,1.5474373
2016-06-10,Valid,24.5,5.51592644548606,18.9840735545139,122,233,41,0.96999997,1.1538081,1.059484,1.489303,1.3478235,2.3028417,1.4018333
2016-06-15,Valid,38.6,17.995210412496,20.604789587504,156,233,99,0.87,1.2442882,1.181831,1.4129474,1.4832814,2.728458,1.6153237
2016-06-19,Valid,99.2,80.876553034418,18.323446965582,167,294,0,4.4799995,2.5364997,2.5759048,2.7469816,3.2110207,3.6573849,4.370097
2016-06-23,Valid,20.3,11.4591482558666,8.84085174413341,139,244,74,2.01,1.820053,1.6983287,2.0287771,1.8411257,2.7364426,2.236022
2016-06-27,Valid,16.1,9.15237078491541,6.9476292150846,167,317,0,0.93999994,1.5276601,1.3534019,1.4513819,1.1967745,1.883825,1.0998446
2016-07-01,Valid,12,7.22265227190575,4.77734772809425,111,244,84,0.86,0.96124446,0.8897771,1.1802328,1.0376034,1.421393,1.0792775
2016-07-05,Valid,5.25,1.68759364381113,3.56240635618887,128,261,0,0.48000002,0.51183593,0.3614179,0.75507474,0.80585337,1.0821009,0.36802578
2016-07-09,Valid,4.16,0.996412333011237,3.16358766698876,144,267,33,0.40999997,0.048796177,0.14010501,0.6222992,0.3915875,0.9009657,0.34573507
2016-07-30,Valid,14.4,12.1557283773139,2.24427162268607,144,239,0,0.96999997,-0.05866587,0.38586414,0.5437052,0.29245687,0.6236317,0.3795079
2016-08-03,Valid,3.07,1.99262381240973,1.07737618759027,156,294,0,0.63,-0.20312548,0.17490041,0.3991518,0.2139597,0.5101851,0.28523767
2016-10-01,Valid,14.2,7.92800669392907,6.27199330607093,139,189,94,2.03,1.2475953,1.0907943,0.84806335,0.9605808,0.97097623,0.90688354
